,stageSubmissionTime,launchTime,finishTime,jobId,status,stageId,name,taskId,index,attempt,executorId,duration,sojournTime,waitingTime,taskLocality,executorDeserializeTime,executorRunTime,executorCpuTime,executorDeserializeCpuTime,resultSize,gettingResultTime,jvmGcTime,resultSerializationTime,memoryBytesSpilled,diskBytesSpilled,peakExecutionMemory,bytesRead,recordsRead,readTime,locationExecId,readMethod,cachedBlock,bytesWritten, recordsWritten,shuffleRemoteBlocksFetched,shuffleLocalBlocksFetched,shuffleFetchWaitTime, remoteBytesRead,shuffleRemoteBytesReadToDisk,shuffleLocalBytesRead,shuffleRecordsRead, shuffleBytesWritten,shuffleWriteTime,shuffleRecordsWritten,stageCompletionTime,measuredRunTime
2122,1569563723889,1569563741361,1569563741477,2,-,0,count at DistributedBlocking.scala:90,2070,470,0,10,116.0,21579.0,17472.0,PROCESS_LOCAL,2.0,108.0,108391214.0,1461724.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2148,1569563723889,1569563742086,1569563742218,2,-,0,count at DistributedBlocking.scala:90,2214,614,0,15,132.0,21579.0,18197.0,PROCESS_LOCAL,2.0,125.0,124435990.0,1926508.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2123,1569563723889,1569563742924,1569563742950,2,-,0,count at DistributedBlocking.scala:90,2384,784,0,47,26.0,21579.0,19035.0,PROCESS_LOCAL,0.0,21.0,19597872.0,997741.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2125,1569563723889,1569563739726,1569563739791,2,-,0,count at DistributedBlocking.scala:90,1738,138,0,45,65.0,21579.0,15837.0,PROCESS_LOCAL,2.0,58.0,58510953.0,1059185.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2146,1569563723889,1569563742041,1569563742202,2,-,0,count at DistributedBlocking.scala:90,2205,605,0,10,161.0,21579.0,18152.0,PROCESS_LOCAL,4.0,151.0,151728257.0,2410932.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2145,1569563723889,1569563741680,1569563741784,2,-,0,count at DistributedBlocking.scala:90,2133,533,0,33,104.0,21579.0,17791.0,PROCESS_LOCAL,2.0,98.0,98206710.0,1324878.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2144,1569563723889,1569563739967,1569563740053,2,-,0,count at DistributedBlocking.scala:90,1792,192,0,15,86.0,21579.0,16078.0,PROCESS_LOCAL,2.0,80.0,80015173.0,1296762.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2143,1569563723889,1569563741624,1569563741695,2,-,0,count at DistributedBlocking.scala:90,2124,524,0,10,71.0,21579.0,17735.0,PROCESS_LOCAL,2.0,64.0,64014572.0,1420140.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2142,1569563723889,1569563742955,1569563743213,2,-,0,count at DistributedBlocking.scala:90,2393,793,0,42,258.0,21579.0,19066.0,PROCESS_LOCAL,2.0,252.0,252232185.0,998054.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2141,1569563723889,1569563740179,1569563740251,2,-,0,count at DistributedBlocking.scala:90,1846,246,0,18,72.0,21579.0,16290.0,PROCESS_LOCAL,2.0,66.0,66085084.0,1179681.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2140,1569563723889,1569563740147,1569563740160,2,-,0,count at DistributedBlocking.scala:90,1837,237,0,42,13.0,21579.0,16258.0,PROCESS_LOCAL,0.0,8.0,6898257.0,1117612.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2139,1569563723889,1569563741587,1569563741605,2,-,0,count at DistributedBlocking.scala:90,2115,515,0,35,18.0,21579.0,17698.0,PROCESS_LOCAL,1.0,11.0,11025448.0,789487.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2138,1569563723889,1569563741548,1569563741557,2,-,0,count at DistributedBlocking.scala:90,2106,506,0,35,9.0,21579.0,17659.0,PROCESS_LOCAL,2.0,2.0,2340306.0,1188554.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2137,1569563723889,1569563739868,1569563739914,2,-,0,count at DistributedBlocking.scala:90,1765,165,0,31,46.0,21579.0,15979.0,PROCESS_LOCAL,2.0,40.0,40170199.0,1140100.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2136,1569563723889,1569563739627,1569563739636,2,-,0,count at DistributedBlocking.scala:90,1720,120,0,18,9.0,21579.0,15738.0,PROCESS_LOCAL,1.0,3.0,2581852.0,904869.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2135,1569563723889,1569563742825,1569563742832,2,-,0,count at DistributedBlocking.scala:90,2366,766,0,7,7.0,21579.0,18936.0,PROCESS_LOCAL,2.0,1.0,899850.0,1360750.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2134,1569563723889,1569563742756,1569563742783,2,-,0,count at DistributedBlocking.scala:90,2357,757,0,46,27.0,21579.0,18867.0,PROCESS_LOCAL,2.0,14.0,10006228.0,1417992.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2133,1569563723889,1569563740435,1569563740450,2,-,0,count at DistributedBlocking.scala:90,1891,291,0,7,15.0,21579.0,16546.0,PROCESS_LOCAL,2.0,7.0,7344957.0,1375326.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2132,1569563723889,1569563740068,1569563740143,2,-,0,count at DistributedBlocking.scala:90,1819,219,0,33,75.0,21579.0,16179.0,PROCESS_LOCAL,1.0,67.0,67223928.0,956152.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2131,1569563723889,1569563741823,1569563741847,2,-,0,count at DistributedBlocking.scala:90,2160,560,0,42,24.0,21579.0,17934.0,PROCESS_LOCAL,1.0,18.0,17564135.0,1513183.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2130,1569563723889,1569563740048,1569563740068,2,-,0,count at DistributedBlocking.scala:90,1810,210,0,33,20.0,21579.0,16159.0,PROCESS_LOCAL,1.0,13.0,13136241.0,928742.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2129,1569563723889,1569563741790,1569563741861,2,-,0,count at DistributedBlocking.scala:90,2151,551,0,15,71.0,21579.0,17901.0,PROCESS_LOCAL,2.0,65.0,65502136.0,1082686.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2128,1569563723889,1569563741747,1569563741790,2,-,0,count at DistributedBlocking.scala:90,2142,542,0,15,43.0,21579.0,17858.0,PROCESS_LOCAL,2.0,36.0,36418793.0,1005536.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2127,1569563723889,1569563741406,1569563741469,2,-,0,count at DistributedBlocking.scala:90,2079,479,0,35,63.0,21579.0,17517.0,PROCESS_LOCAL,2.0,57.0,57182750.0,947839.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2126,1569563723889,1569563741304,1569563741313,2,-,0,count at DistributedBlocking.scala:90,2052,452,0,46,9.0,21579.0,17415.0,PROCESS_LOCAL,0.0,3.0,1781363.0,1226123.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2124,1569563723889,1569563741263,1569563741341,2,-,0,count at DistributedBlocking.scala:90,2043,443,0,33,78.0,21579.0,17374.0,PROCESS_LOCAL,2.0,72.0,72335253.0,1335492.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2397,1569563723889,1569563742109,1569563742161,2,-,0,count at DistributedBlocking.scala:90,2219,619,0,33,52.0,21579.0,18220.0,PROCESS_LOCAL,2.0,46.0,46048694.0,1109032.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2398,1569563723889,1569563740348,1569563740444,2,-,0,count at DistributedBlocking.scala:90,1878,278,0,46,96.0,21579.0,16459.0,PROCESS_LOCAL,1.0,89.0,89130557.0,1025655.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
5600,1569563724083,1569563749222,1569563749351,7,-,1,count at DistributedBlocking.scala:90,5737,137,0,35,129.0,26362.0,25139.0,PROCESS_LOCAL,0.0,127.0,124823735.0,1073238.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6128,1569563724083,1569563749648,1569563749819,7,-,1,count at DistributedBlocking.scala:90,6052,452,0,28,171.0,26362.0,25565.0,PROCESS_LOCAL,2.0,167.0,167508682.0,1308062.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6129,1569563724083,1569563749800,1569563749898,7,-,1,count at DistributedBlocking.scala:90,6151,551,0,38,98.0,26362.0,25717.0,PROCESS_LOCAL,2.0,93.0,92143739.0,1307080.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6130,1569563724083,1569563749324,1569563749451,7,-,1,count at DistributedBlocking.scala:90,5810,210,0,43,127.0,26362.0,25241.0,PROCESS_LOCAL,0.0,123.0,121662830.0,1321584.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6131,1569563724083,1569563749810,1569563749877,7,-,1,count at DistributedBlocking.scala:90,6160,560,0,6,67.0,26362.0,25727.0,PROCESS_LOCAL,2.0,62.0,62357072.0,1357882.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6132,1569563724083,1569563749342,1569563749494,7,-,1,count at DistributedBlocking.scala:90,5819,219,0,15,152.0,26362.0,25259.0,PROCESS_LOCAL,2.0,148.0,148366058.0,1153683.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6133,1569563724083,1569563749434,1569563749520,7,-,1,count at DistributedBlocking.scala:90,5891,291,0,16,86.0,26362.0,25351.0,PROCESS_LOCAL,5.0,74.0,73396313.0,1496771.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6134,1569563724083,1569563750076,1569563750112,7,-,1,count at DistributedBlocking.scala:90,6357,757,0,14,36.0,26362.0,25993.0,PROCESS_LOCAL,2.0,32.0,32156696.0,1184959.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6135,1569563724083,1569563750090,1569563750111,7,-,1,count at DistributedBlocking.scala:90,6366,766,0,46,21.0,26362.0,26007.0,PROCESS_LOCAL,0.0,19.0,17622796.0,1072247.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6136,1569563724083,1569563749203,1569563749333,7,-,1,count at DistributedBlocking.scala:90,5720,120,0,33,130.0,26362.0,25120.0,PROCESS_LOCAL,1.0,127.0,126441646.0,1241364.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6137,1569563724083,1569563749259,1569563749356,7,-,1,count at DistributedBlocking.scala:90,5765,165,0,13,97.0,26362.0,25176.0,PROCESS_LOCAL,2.0,90.0,84605124.0,1548577.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6138,1569563724083,1569563749738,1569563749744,7,-,1,count at DistributedBlocking.scala:90,6106,506,0,23,6.0,26362.0,25655.0,PROCESS_LOCAL,2.0,2.0,2009782.0,1226246.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6139,1569563724083,1569563749746,1569563749878,7,-,1,count at DistributedBlocking.scala:90,6115,515,0,20,132.0,26362.0,25663.0,PROCESS_LOCAL,2.0,128.0,128078151.0,1446814.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6140,1569563724083,1569563749361,1569563749469,7,-,1,count at DistributedBlocking.scala:90,5837,237,0,41,108.0,26362.0,25278.0,PROCESS_LOCAL,2.0,102.0,100949503.0,1348271.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6141,1569563724083,1569563749380,1569563749414,7,-,1,count at DistributedBlocking.scala:90,5846,246,0,18,34.0,26362.0,25297.0,PROCESS_LOCAL,1.0,31.0,30892134.0,1169526.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6142,1569563724083,1569563750123,1569563750146,7,-,1,count at DistributedBlocking.scala:90,6393,793,0,13,23.0,26362.0,26040.0,PROCESS_LOCAL,2.0,18.0,16999570.0,1238249.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6143,1569563724083,1569563749757,1569563749857,7,-,1,count at DistributedBlocking.scala:90,6124,524,0,15,100.0,26362.0,25674.0,PROCESS_LOCAL,2.0,97.0,97088119.0,1041614.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6144,1569563724083,1569563749301,1569563749330,7,-,1,count at DistributedBlocking.scala:90,5792,192,0,5,29.0,26362.0,25218.0,PROCESS_LOCAL,24.0,1.0,1134336.0,7586153.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6145,1569563724083,1569563749775,1569563749830,7,-,1,count at DistributedBlocking.scala:90,6133,533,0,40,55.0,26362.0,25692.0,PROCESS_LOCAL,0.0,52.0,50680008.0,1447258.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6146,1569563724083,1569563749871,1569563750021,7,-,1,count at DistributedBlocking.scala:90,6205,605,0,39,150.0,26362.0,25788.0,PROCESS_LOCAL,0.0,147.0,145687390.0,1299214.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6147,1569563724083,1569563749318,1569563749358,7,-,1,count at DistributedBlocking.scala:90,5801,201,0,25,40.0,26362.0,25235.0,PROCESS_LOCAL,2.0,34.0,32473828.0,1552721.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6148,1569563724083,1569563749884,1569563749968,7,-,1,count at DistributedBlocking.scala:90,6214,614,0,15,84.0,26362.0,25801.0,PROCESS_LOCAL,0.0,82.0,80832119.0,866345.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6127,1569563724083,1569563749791,1569563749816,7,-,1,count at DistributedBlocking.scala:90,6142,542,0,10,25.0,26362.0,25708.0,PROCESS_LOCAL,2.0,21.0,20612959.0,1133317.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6149,1569563724083,1569563749414,1569563749505,7,-,1,count at DistributedBlocking.scala:90,5873,273,0,7,91.0,26362.0,25331.0,PROCESS_LOCAL,0.0,89.0,87664798.0,1062368.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6126,1569563724083,1569563749694,1569563749732,7,-,1,count at DistributedBlocking.scala:90,6079,479,0,30,38.0,26362.0,25611.0,PROCESS_LOCAL,1.0,35.0,34945225.0,972909.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6124,1569563724083,1569563749638,1569563749746,7,-,1,count at DistributedBlocking.scala:90,6043,443,0,37,108.0,26362.0,25555.0,PROCESS_LOCAL,1.0,99.0,88225289.0,1503151.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6103,1569563724083,1569563749957,1569563750034,7,-,1,count at DistributedBlocking.scala:90,6256,656,0,22,77.0,26362.0,25874.0,PROCESS_LOCAL,0.0,74.0,72916992.0,1183742.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6104,1569563724083,1569563749466,1569563749545,7,-,1,count at DistributedBlocking.scala:90,5915,315,0,49,79.0,26362.0,25383.0,PROCESS_LOCAL,2.0,74.0,72874739.0,1437216.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6105,1569563724083,1569563749425,1569563749533,7,-,1,count at DistributedBlocking.scala:90,5882,282,0,1,108.0,26362.0,25342.0,PROCESS_LOCAL,0.0,105.0,103624043.0,1250086.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6106,1569563724083,1569563749275,1569563749294,7,-,1,count at DistributedBlocking.scala:90,5774,174,0,36,19.0,26362.0,25192.0,PROCESS_LOCAL,2.0,11.0,11447425.0,1290705.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6107,1569563724083,1569563749231,1569563749245,7,-,1,count at DistributedBlocking.scala:90,5747,147,0,9,14.0,26362.0,25148.0,PROCESS_LOCAL,4.0,7.0,7106732.0,1527832.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6108,1569563724083,1569563749710,1569563749716,7,-,1,count at DistributedBlocking.scala:90,6088,488,0,26,6.0,26362.0,25627.0,PROCESS_LOCAL,2.0,1.0,1278176.0,1319220.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6109,1569563724083,1569563749291,1569563749384,7,-,1,count at DistributedBlocking.scala:90,5783,183,0,27,93.0,26362.0,25208.0,PROCESS_LOCAL,4.0,85.0,78357304.0,1469800.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6110,1569563724083,1569563749728,1569563749855,7,-,1,count at DistributedBlocking.scala:90,6097,497,0,8,127.0,26362.0,25645.0,PROCESS_LOCAL,1.0,124.0,123549478.0,1037426.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6111,1569563724083,1569563749845,1569563749871,7,-,1,count at DistributedBlocking.scala:90,6187,587,0,39,26.0,26362.0,25762.0,PROCESS_LOCAL,1.0,23.0,21867714.0,1457330.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6112,1569563724083,1569563749245,1569563749267,7,-,1,count at DistributedBlocking.scala:90,5756,156,0,0,22.0,26362.0,25162.0,PROCESS_LOCAL,1.0,7.0,5881145.0,1574982.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6113,1569563724083,1569563749860,1569563749907,7,-,1,count at DistributedBlocking.scala:90,6196,596,0,5,47.0,26362.0,25777.0,PROCESS_LOCAL,2.0,43.0,43383185.0,1151077.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6114,1569563724083,1569563749392,1569563749459,7,-,1,count at DistributedBlocking.scala:90,5855,255,0,11,67.0,26362.0,25309.0,PROCESS_LOCAL,2.0,63.0,63241484.0,1121110.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6115,1569563724083,1569563749820,1569563749940,7,-,1,count at DistributedBlocking.scala:90,6169,569,0,24,120.0,26362.0,25737.0,PROCESS_LOCAL,2.0,116.0,115866758.0,1564085.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6116,1569563724083,1569563749351,1569563749425,7,-,1,count at DistributedBlocking.scala:90,5828,228,0,35,74.0,26362.0,25268.0,PROCESS_LOCAL,0.0,71.0,69627704.0,1170706.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6117,1569563724083,1569563749405,1569563749410,7,-,1,count at DistributedBlocking.scala:90,5864,264,0,46,5.0,26362.0,25322.0,PROCESS_LOCAL,2.0,2.0,2019490.0,1025047.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6118,1569563724083,1569563749832,1569563749933,7,-,1,count at DistributedBlocking.scala:90,6178,578,0,48,101.0,26362.0,25749.0,PROCESS_LOCAL,1.0,97.0,95894923.0,1441415.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6119,1569563724083,1569563749659,1569563749667,7,-,1,count at DistributedBlocking.scala:90,6061,461,0,46,8.0,26362.0,25576.0,PROCESS_LOCAL,0.0,7.0,5471101.0,1065755.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6120,1569563724083,1569563750102,1569563750125,7,-,1,count at DistributedBlocking.scala:90,6375,775,0,18,23.0,26362.0,26019.0,PROCESS_LOCAL,0.0,21.0,19871952.0,851509.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6121,1569563724083,1569563750115,1569563750167,7,-,1,count at DistributedBlocking.scala:90,6384,784,0,43,52.0,26362.0,26032.0,PROCESS_LOCAL,2.0,47.0,47225905.0,1572779.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6122,1569563724083,1569563749211,1569563749251,7,-,1,count at DistributedBlocking.scala:90,5729,129,0,21,40.0,26362.0,25128.0,PROCESS_LOCAL,2.0,35.0,35204668.0,1466352.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6123,1569563724083,1569563749675,1569563749718,7,-,1,count at DistributedBlocking.scala:90,6070,470,0,11,43.0,26362.0,25592.0,PROCESS_LOCAL,1.0,40.0,38840204.0,1431121.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6125,1569563724083,1569563749223,1569563749288,7,-,1,count at DistributedBlocking.scala:90,5738,138,0,29,65.0,26362.0,25140.0,PROCESS_LOCAL,2.0,61.0,61116815.0,1420214.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6102,1569563724083,1569563749940,1569563749983,7,-,1,count at DistributedBlocking.scala:90,6247,647,0,35,43.0,26362.0,25857.0,PROCESS_LOCAL,0.0,40.0,38788411.0,1080536.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6150,1569563724083,1569563749117,1569563749230,7,-,1,count at DistributedBlocking.scala:90,5660,60,0,42,113.0,26362.0,25034.0,PROCESS_LOCAL,0.0,111.0,104546201.0,1070546.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6152,1569563724083,1569563749330,1569563749344,7,-,1,count at DistributedBlocking.scala:90,5813,213,0,5,14.0,26362.0,25247.0,PROCESS_LOCAL,0.0,11.0,9607460.0,1253447.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6178,1569563724083,1569563750118,1569563750218,7,-,1,count at DistributedBlocking.scala:90,6387,787,0,41,100.0,26362.0,26035.0,PROCESS_LOCAL,1.0,96.0,94850993.0,1379287.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
6179,1569563724083,1569563749181,1569563749399,7,-,1,count at DistributedBlocking.scala:90,5705,105,0,38,218.0,26362.0,25098.0,PROCESS_LOCAL,1.0,210.0,192932274.0,1447106.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
